?û³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼??û	¶ÔÓ¦Îï¼?Ë÷??	¿í¶È	¸ß¶È	Ëµ?÷ÎÄ×Ö	Îå??Êô?Ô	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµ?·Å	½Å±¾?û(²ÎÊ?1)	¼¼ÄÜID£¨²ÎÊ?1£©	²ÎÊ?2(ÊÍ·¨Àà?Í)	²ÎÊ?3(ÊÇ·ñ¹?²¥)	²ÎÊ?4(ÊÇ·ñÓ?µÈ¼¶¸ÅÄî)	²ÎÊ?5(ÊÇ·ñ¿É·Å¿?½?À¸)	Target	ÎïÆ·×î´óµ?·ÅÖµ	?ªÇóµÈ¼¶ÏàÍ¬	?ªÇóÎå??ÏàÍ¬	?ªÇó??ÔËÏàÍ¬	?ªÇóMagicLevel1ÏàÍ¬	?ªÇóMagicLevel2ÏàÍ¬	?ªÇóMagicLevel3ÏàÍ¬	?ªÇóMagicLevel4ÏàÍ¬	?ªÇóMagicLevel5ÏàÍ¬	?ªÇóMagicLevel6ÏàÍ¬	µÀ¾ß¶îÍâ²ÎÊ?1	µÀ¾ß¶îÍâ²ÎÊ?2	µÀ¾ß¶îÍâ²ÎÊ?3	µÀ¾ß¶îÍâ²ÎÊ?4	µÀ¾ß¶îÍâ²ÎÊ?5	µÀ¾ß¶îÍâ²ÎÊ?6
Ô½ÄÏ×Ô¶¨?åµÀ¾ß446	6	1	30353	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß946		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß447	6	1	30354	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß947		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß448	6	1	30355	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß948		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß449	6	1	30356	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß949		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß450	6	1	30357	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß950		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß451	6	1	30358	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß951		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
DiÖu D­¬ng LÖnh	6	1	30359	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß952		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß453	6	1	30360	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß953		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß454	6	1	30361	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß954		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß455	6	1	30362	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß955		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß456	6	1	30363	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß956		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß457	6	1	30364	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß957		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß458	6	1	30365	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß958		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß459	6	1	30366	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß959		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß460	6	1	30367	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß960		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß461	6	1	30368	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß961		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß462	6	1	30369	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß962		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß463	6	1	30370	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß963		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß464	6	1	30371	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß964		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß465	6	1	30372	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß965		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß466	6	1	30373	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß966		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß467	6	1	30374	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß967		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß468	6	1	30375	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß968		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß469	6	1	30376	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß969		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß470	6	1	30377	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß970		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß471	6	1	30378	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß971		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß472	6	1	30379	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß972		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß473	6	1	30380	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß973		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß474	6	1	30381	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß974		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß475	6	1	30382	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß975		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß476	6	1	30383	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß976		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß477	6	1	30384	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß977		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß478	6	1	30385	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß978		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß479	6	1	30386	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß979		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß480	6	1	30387	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß980		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß481	6	1	30388	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß981		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß482	6	1	30389	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß982		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß483	6	1	30390	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß983		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß484	6	1	30391	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß984		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß485	6	1	30392	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß985		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß486	6	1	30393	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß986		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß487	6	1	30394	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß987		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß488	6	1	30395	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß988		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§å Phæ DiÖu D­¬ng Kh«i	6	1	30396	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß989		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§å Phæ DiÖu D­¬ng Th­îng Giíi ChØ	6	1	30397	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß990		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§å Phæ DiÖu D­¬ng Hé UyÓn	6	1	30398	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß991		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§å Phæ DiÖu D­¬ng Yªu §íi	6	1	30399	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß992		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§å Phæ DiÖu D­¬ng Y	6	1	30400	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß993		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§å Phæ DiÖu D­¬ng V? Kh?	6	1	30401	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß994		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§å Phæ DiÖu D­¬ng Hµi	6	1	30402	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß995		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§å Phæ DiÖu D­¬ng Béi	6	1	30403	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß996		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§å Phæ DiÖu D­¬ng H¹ Giíi ChØ	6	1	30404	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß997		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß498	6	1	30405	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß998		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß499	6	1	30406	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß999		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß500	6	1	30407	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1000		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß501	6	1	30408	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1001		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß502	6	1	30409	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1002		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß503	6	1	30410	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1003		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß504	6	1	30411	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1004		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß505	6	1	30412	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1005		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß506	6	1	30413	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1006		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß507	6	1	30414	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1007		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß508	6	1	30415	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1008		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß509	6	1	30416	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1009		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß510	6	1	30417	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1010		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß511	6	1	30418	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1011		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß512	6	1	30419	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1012		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß513	6	1	30420	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1013		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß514	6	1	30421	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1014		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß515	6	1	30422	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1015		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß516	6	1	30423	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1016		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß517	6	1	30424	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1017		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß518	6	1	30425	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1018		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß519	6	1	30426	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1019		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß520	6	1	30427	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1020		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß521	6	1	30428	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1021		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß522	6	1	30429	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1022		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß523	6	1	30430	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1023		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß524	6	1	30431	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1024		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß525	6	1	30432	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1025		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß526	6	1	30433	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1026		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß527	6	1	30434	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1027		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß528	6	1	30435	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1028		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß529	6	1	30436	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1029		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß530	6	1	30437	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1030		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß531	6	1	30438	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1031		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß532	6	1	30439	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1032		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß533	6	1	30440	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1033		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß534	6	1	30441	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1034		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß535	6	1	30442	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1035		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß536	6	1	30443	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1036		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß537	6	1	30444	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1037		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß538	6	1	30445	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1038		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§¹i Thµnh B? K?p cÊp 150	6	1	30446	\spr\item\questkey\quyuanmifang.spr	368	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß1039		0	1	0	\script\item\dachengmiji_150.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
